id,place,duration,title,date,height,filesize
r7X5ln_DgzE,Kahuzi biega national park,51,Courtney Campbell & Freedom trail drone 1,20170221,2160,117770517
1Ttmyuo0d0k,Kahuzi biega national park,39,Courtney Campbell & Freedom trail drone 2,20170221,2160,92353084
hTIfjjvLzno,Kairouan,46,Arezzo con il drone,20201224,2160,136643617
SrXx-zxDqfA,Kairouan,199,History and Heritage with drones,20150927,2160,424888813
lFOhKjwpE6o,Kasbah of algiers,207,Constantine  قسنطينة#dronealgeria Algeria by drone,20210805,2160,380948544
Eo7M3oJ_gEc,Kaziranga national park,68,A Little Bird eye View of Nagrijuli Tea Estate From a drone For the First Time...😱 Watch out,20210320,2160,87650589
BwhX2wGlzX8,Kgari fraser island,234,"Fraser Island in 4K by drone, cinematic edition",20190517,2160,471189015
lXf_ufIxzKg,Kgari fraser island,186,Amazing Weather Fraser Island (drone/fishing),20200621,2160,402278069
tkVsTVznfS4,Mount tai,398,"Kilimanjaro, the adventure with a drone! 4K",20161207,2160,783037180
v6BGlM1gNxw,Kilimanjaro national park,66,Kilimanjaro with a drone in 4K,20190819,2160,105454861
j7hK-zvuBnM,Rwenzori mountains national park,3605,1 hour drone footage of Tanzania in 4K with calm music,20210320,2160,4962352420
kiMAdg08bpU,Kizhi pogost,1245,Nature Relaxation | Drone footage | Drone 4K video | Beautiful drone footage,20200721,2160,2543452698
iBBuSHFRPzU,Komodo national park,344,Komodo | Flores Archipelago 2017 - 4K drone,20171015,2160,760989882
x2_AofZcYIA,Komodo national park,2203,Indonesia Bali Komodo Flores Diving on Liveaboard and drone footage,20191221,2160,4229052644
YDuCcamk_ZM,Kremlin and red square moscow,194,"Moscow, Russia 🇷🇺 / Москва, Россия 🇷🇺 - by drone [4K]",20181005,2160,381706145
Jbw5-qTo-eM,Kremlin and red square moscow,588,"Moscow, Russia 🇷🇺 - by drone [4K]",20210326,2160,1241540958
WM3vNhQ7f-0,Kremlin and red square moscow,280,Moscow Drone Night [4K] || Moscow Russia by Drone | Moscow drone night #Moscow #Russia #4K,20210625,2160,351854623
HgkoV7S9DZ0,Kronborg castle,278,4K video ULTRA HD (drone video Denmark) kronborg slot,20210516,2160,594210851
er8-atfNWn8,La grand place brussels,310,BRUSSELS 🇧🇪 drone [4K] 2021 Aerial Bruxelles,20200208,2160,647866597
tlxQGcm3_uk,Lake baikal,226,"Lake Baikal, Russia 🇷🇺 - by drone [4K]",20210625,2160,301629149
MJq5mmUDngM,Lake baikal,180,Lake Baikal 4K drone,20180603,2160,366406979
DVf5GGcMh80,Lake baikal,301,"Lake Baikal, Russia 🇷🇺 - by drone [4K]",20210717,2160,378788709
QGLsZcF5uSs,Lake malawi national park,328,"4K HD drone flight over Game Haven Lodge near Blantyre, Malawi",20170127,2160,724593183
Pz-0np5R5Pw,Lake turkana national parks,138,A drone through Northern Kenya,20180425,2160,276689354
T4NQNmVmynI,Lakes of ounianga,695,Tchad / Chad (Africa) drone footage,20191216,2160,1039767310
158-SD89Sjk,Timbuktu,130,Mali - une histoire de drone,20210201,2160,247343728
p-l4XJYtip4,Land of frankincense,51,7up can from drone with sionics,20200411,2160,111180618
vLeDFO-zeYI,Surtsey,285,"Jakarta, Indonesia 🇮🇩 - by drone [4K]",20201016,2160,584137684
QqsyIhIPng0,Landscape of the mesopotamian cities,391,"Mexico City CDMX , Mexico 🇲🇽 - by drone [4K]",20200814,2160,537636596
Gulc1bYAm84,Las mdulas,213,Las médulas / Bierzo / Léon - vídeo drone 2019,20190808,2160,429492110
_Sy7vShOmmY,Lednicevaltice cultural landscape,292,Lednice & Valtice areal  2021 Česka republika 4K drone video,20210708,2160,878449774
9lRm5Z-aBhM,Lednicevaltice cultural landscape,26,village flyover - czech republic - Křivoklát - drone footage,20180204,2160,57449958
Xs76tqAnCSM,Litomyl castle,62,Chateau Nove Hrady from drone 4K,20191011,2160,145774355
e00eIdWrHxE,Litomyl castle,93,Cinematic FPV drone footage,20210911,2160,230748073
wmQxjiqF-eI,Lorentz national park,110,"Kei islands, Indonesia - by drone",20170202,2160,255988173
HUtkEw1Ww8I,Los glaciares national park,113,GLACIAR SOLHEIMAJOKULL ISLANDIA drone DJI FPV   4K,20210907,2160,397468156
HWpNCF9ANh0,Los glaciares national park,159,Glacier National Park [before forest fires in Montana] - Avalanche Lake - (4K UHD drone footage),20150628,2160,312491270
1czN6OkKwOA,Lower valley of the omo,249,Peaceful Italian Mountains - Brembana Valley - Val Brembana San Marco 5K drone video,20200602,3200,394576383
xAhXnvpXZwQ,Lower valley of the omo,720,Iceland volcano drone view,20210612,2160,1372946374
W0Ux9zd6_Ms,Lushan national park,552,SEORAKSAN 설악산 무인 항공기  by drone  (2019),20190820,2160,725208683
JGgmUCwP7MU,Lushan national park,145,Jiangxi Province China drone (4K),20180505,2160,299905460
xL7apQrG3qc,Lut desert,123,IRAN - 4K drone shots in the magical desert of Mesr,20191004,2160,156726991
sFT3g9izSuQ,Lut desert,133,"Mui Ne, Vietnam by drone  - DJI Mavic 2 Pro - White Sand Dunes | Vietnam travel",20190525,2160,250050967
WMOoyZSyFCc,Lut desert,183,Autel Evo 2 Pro 4K drone footage -  Eye in the Sky,20201021,2160,306415809
Cin5cVUCscs,Lviv  the ensemble of the historic centre,152,Lviv city center. Single take drone flight.,20200715,2160,258549998
5YJNxLHRs54,Lviv  the ensemble of the historic centre,691,Inspire 2 drone NIGHT FLYING (In a Big City),20200222,2160,1390195138
nfLmSoVNNDQ,Macquarie island,210,Stunning Airlie Beach 4K drone video - DJI Phantom 4 Advanced | TheChurchie76,20180119,2160,461429147
izHMqwl42_I,Macquarie island,157,Australia from a drone in 4K,20190217,2160,313751373
Y4qW2s5dGf0,Macquarie island,70,A drone's view of Sublime Point Lookout - Bulli Tops - Australia (4K UltraHD),20160404,2160,204833725
YjHtm74OI44,Madara rider,297,Balchik Bulgaria - Queen Mary (drone video),20180415,2160,653967672
wWXEhJsYhYc,Major mining sites of wallonia,209,"Biggest hole on the planet 🌍!? Tagebau Garzweiler, Germany 🇩🇪 - by drone [4K]",20191024,2160,420329132
RH0h7uIIOMs,Major mining sites of wallonia,147,Ronquières (Hellend vlak / Plan incliné / Inclined plane) - Belgium by drone,20210207,2160,263544592
ZnzIXwYSR0g,Manas wildlife sanctuary,166,Rani Gathwn || Cinematic drone shots | FlyTest,20210724,2160,314623347
DTTpmYDVqac,Mantua and sabbioneta,28,Mantova col drone,20190228,2160,46075532
kwjUI0QDx4A,Masada,89,Masada in the Judean Desert AERIAL DRONE VIDEO in 4K Amazing drone shots,20170729,2160,208309786
qS4MRrz5rpA,Masada,259,Masada | Israel | fortress | history  | 4K | drone | Мацада | Израиль крепость |история |,20210823,2160,507733300
afERsTuiJmA,Masada,161,Arad   Israel  on a drone By David Moreno,20161113,2160,346216308
g2QAP1-g3yQ,Masada,104,"Red Canyon, Eilat, Israel - 4K drone video - OKMediaProducties",20180518,2160,223894014
o-U7UlZ6vcA,Matobo hills,507,"Los Angeles, USA 🇺🇸 - by drone [4K]",20210108,2160,1034304170
UTRT3-rR2-M,Matobo hills,74,Bretagne - Prises de vues aériennes par drone,20171208,2160,160130290
Kdw7wlux2Ys,Medieval city of rhodes,114,The wonders of Rodos through drone 4K 60FPS,20170616,2160,260855178
miKqAHpMa-4,Medieval city of rhodes,465,Amazing Rhodes island aerial video from drone. 2019,20200110,2160,946395635
IieqrhYMASI,Medieval city of rhodes,135,Rhodes by drone,20200420,2160,197335477
BGwbziCIr7U,Medina of sousse,1178,How To Get A Drone Permit in Tunisia in 2021 (import + fly your drone legally),20210126,2160,1860684210
BUgxDUIT82E,Medina of tunis,35,prise drone la marsa,20200903,2160,50377694
NqQ6xgGnfsU,Meteora,243,Meteora by drone,20190202,2160,480028411
vLkalUQmFEk,Meteora,240,Meteora drone 4k short,20180611,2160,526502544
fbzJKoiz-5E,Meteora,192,Meteora Monasteries - best drone 4K,20211102,2160,223928127
4ej-bV6lbCg,Miguasha national park,75,Park National Forillon. Point la Penouille.  Gaspesie drone video [2021],20210805,2160,105437372
s30pPPO94uU,Miguasha national parka provincial park,123,Petit pause sur la job en drone Rivière Mitis Quebec,20180806,2160,230575006
uZK1J3erwDI,Miguasha national parka provincial park,368,DJI Mini 2 Cinématic drone vidéo 4k L' île aux Hérons ( L'Anse aux corbeau )baie des chaleurs ..,20210808,2160,788665407
DaGI2iJYoC0,Mill network at kinderdijk elshout,172,Molens Kinderdijk luchtopname drone in Ultra HD 4K,20160701,2160,368387544
WtXUVwlu4cQ,Mir castle complex,163,Georgia drone footage 4K: Ananuri Fortress Complex | Follow Me,20191010,2160,315037882
w3ouZD69GKg,Mir castle complex,234,Frozen Vyacha reservoir | drone footage | JAN 2021 | Belarus [4k UHD],20210118,2160,347007839
J5CIw15efS8,Mistaken point,296,Don't buy a drone,20180702,2160,955024669
srzEP7Kx-qg,Monastery and site of the escorial madrid,150,El Escorial a vista de drone / El Escorial from the air / 4K / Mavic 2 Zoom,20191012,2160,221694516
mxjhkn31nQI,Monastery of the hieronymites and tower of belm in lisbon,201,Jerónimos Monastery - Belém Aerial / Lisbon Portugal drone,20200223,2160,390543932
BtGq86w7GU4,Monastery of the hieronymites and tower of belm in lisbon,125,"Jerónimos Monastery, Lisbon by drone in 4k",20191222,2160,189181656
yLpOtH_sLlc,Monastery of the hieronymites and tower of belm in lisbon,48,Jerónimos Monastery Aerial / Portugal drone 4K,20200305,2160,101387534
7Qn8ZV4H2MA,Monastery of the hieronymites and tower of belm in lisbon,91,Belem Tower - Lisbon - 4K drone view,20190503,2160,188574357
PaakSoNrCQA,Monastery of the hieronymites and tower of belm in lisbon,54,Belem Aerial / Lisbon Portugal drone,20200305,2160,114093425
bvIhbkranww,Monastery of the hieronymites and tower of belm in lisbon,187,"Belém, Lisbon drone footage in 4k",20191223,2160,370069701
eIMbj9MiDIw,Mont saint michel and its bay,206,✈️🇫🇷 Mont Saint-Michel sky view (4k drone video),20180830,2160,454954303
UFqTzY_v7mc,Mont saint michel and its bay,139,"Mont Saint Michel, France: aerial views from a drone",20180816,2160,306498606
PJHu3wa7jMg,Monte san giorgio,111,Il Monte San Giorgio in 4K visto dal drone,20200716,2160,232784849
Yi3ZQslW2yM,Monte san giorgio,92,Monte Caccione - Marche Italy - 4K aerial drone footage,20210429,2160,182511105
dOCXGP3k22s,Monte san giorgio,423,"L'isola di San Giulio sul lago d'Orta, dal drone - HD 4K",20200913,2160,954979756
ANJll-8-35A,Monuments of oviedo and the kingdom of the asturias,63,"seaside morning drone flight Itoshima Peninsula Fukuoka,Japan (*^^)v",20161114,2160,144450350
AOpWBKhDBOY,Mount emei scenic area including leshan giant buddha scenic area,46,"Views of Leshan, Sichuan, China from my drone camera lens 4K | high resolution",20180922,2160,101838528
gbRdvpTdQdI,Mount etna,171,"Etna Volcano - Sicily, Italy 🇮🇹 - by drone in 8K UHD",20200313,4320,448982231
V4hi31hLAJs,Mount etna,103,Etna by drone in 4k UHD,20170310,2160,234330034
4ACzGDPnsAM,Mount etna,203,L'Etna vista dal drone (Uhd video 4k),20151110,2160,441802809
QOSCuwTLd3E,Mount etna,81,Mount Etna Sicily drone video,20180624,2160,170987921
7h_0xclBVHM,Mount etna,624,"Catania Sicily, ITALY in 4K Ultra HD | Explore City of Catania Sicily, and  Mount Etna with drone",20200229,2160,1926334445
BoRjQdWPSYc,Mount etna,387,Mount Etna drone footages and some little tips!,20201014,2160,646385071
T17gwJDg958,Mount huangshan,135,Flying over Yellow Mountains in China (4K drone footage),20180526,2160,222840766
9sCfoqPGHbs,Mount huangshan,120,Elements | A B&W drone aerial cinematic mountain video filmed in 5K,20181129,2560,127007750
SxbvHg4-Y3k,Mount huangshan,115,Fly over mountains | Cinematic fpv drone,20201206,2160,294864153
7lERenbyI9s,Mount tai,1303,I strapped my phone to my drone,20200428,2160,2653195978
vHqp2rlSHds,Mount wutai,155,"Mount Wutai - Part2 at Night drone shots of Buddhism temple, China",20211001,2160,299218481
5TrQi8az1Zw,Mount wutai,260,"XISHUANGBANNA (Yunnan, China) unique Thai culture inside China. Stunning view from drone (in 4K)",20201010,2160,530439788
NrZiTh7fwns,Mount wutai,161,Epic Cliff Flight - fpv drone at 1582m,20190519,2160,332135555
NYfwioIqZvg,Mountain railways of india,237,Manna Hill Trains by drone,20180209,2160,506033440
0if46b-a0Rw,Mountain railways of india,99,Yorkshire steam train drone footage,20190721,2160,229960170
fr7B2Xn4SOE,Mountain railways of india,485,Cinematic drone Shot 2020 | Train view | 4K,20201221,2160,1491002909
Z6nadcuAs34,Muskauer park  park muakowski,95,Fantasy like castle in poland drone cinematic - Mavic Air 2,20200719,2160,217997823
-l_TZRuaTVM,Namib sand sea,122,Namib Desert by drone in 4k,20200330,2160,72704831
ZJSBoCPWCpE,Namib sand sea,85,Namibia - desert drone footage - 2019,20190915,2160,192844040
7ovMeShWBrE,Namib sand sea,15,Sea - drone footage,20200510,2160,37335289
9sM1FIKCwYc,Namib sand sea,225,Namibia drone video / Намибия с дрона 4k (2019),20201119,2160,320769653
_FkEAjjrM3s,Nan madol,219,DJI drone footage on the Bilikiki,20170712,2160,722038570
Ps9TWWt7lkE,Nan madol,167,Cinematic drone shot | Solomon Islands,20211017,2160,359012872
OaBeOd7ESAI,Natural and culturo historical region of kotor,126,Η Βιέννη & το Hallstatt μέσα από την ματιά ενός Drone | Vienna & Hallstatt from a drone view,20191128,2160,258687660
ASAXg4AWDE8,New lanark,116,dji mini 2 - Single shot after Sunset - Cinematic Footage Drone 4k #dji #mini2 #videodrone,20210801,2160,169350722
DjFsVCK536U,Serengeti national park,194,TANZANIA Wildlife in Serengeti and Ngorongoro #1 | Self-drive Safari | 4K drone,20200411,2160,410983120
ON90B6GvsWw,Serengeti national park,290,TANZANIA Wildlife in Serengeti and Ngorongoro #2 | Self-drive Safari | 4K drone,20200412,2160,678817675
4damb6po8qY,Ngorongoro conservation area,14,Çöl drone Çekimi,20200526,2160,20994273
Ya7HR8_JfQ0,Ningaloo coast,56,4K drone Australia 2019,20190614,2160,99941250
fp93fD0jiHo,Ogasawara islands,301,"【ドローン空撮】小笠原の自然と仲間に感謝　Ogasawara Islands with recent friends, Whale videos on fishing and drones,",20200427,2160,820118028
0i6cH38pOL8,Old and new towns of edinburgh,119,Best of Edinburgh drone company's recent filming trips throughout Scotland 2021,20210426,2160,252592252
dACwjEs3vLI,Old bridge area of the old city of mostar,222,Mostar Stari most (Old bridge) - 4K drone film,20180609,2160,483258698
p0aqmlDFw7c,Old bridge area of the old city of mostar,62,Mostar Bridge - Stari Most 🇧🇦 by DJI drone [HD],20211025,2160,122700076
dAkenku1few,Old city of acre,105,"Acre, Israel. Aerial Drone Video in 4K. Amazing drone shots",20170919,2160,242731298
n23PqibyXHA,Old city of bern,195,Switzerland (7/7) Bern feat. Ovobärn by Blusbueb (drone),20190510,2160,417747220
8uNNN5xGZJ8,Old city of bern,369,Flying over Bern in drone - 4k drone Bern - Bern drone,20210507,2160,540594228
yn_frfAH5ss,Old city of dubrovnik,256,Dubrovnik old town and city walls - 4K drone footage,20180606,2160,836228179
OxzrjEJlEaA,Old city of dubrovnik,135,dubrovnik by drone,20180528,2160,286828638
5fhMtifK6Dw,Old city of dubrovnik,188,Dubrovnik by drone,20180713,2160,406421067
LJNTwB9Uxic,Old city of dubrovnik,55,Dubrovnik drone shots | 5.4k King's Landing | Game of Thrones | DJI Air 2s,20210913,3078,79791764
LCFwwYyiLLo,Old city of sanaa,987,Paria Townsite by drone in 4K,20170513,2160,2160526423
MCYRPh1YhoY,Old city of zamo,396,"Frankfurt, Germany 🇩🇪 - by drone [4K]",20210409,2160,763262882
nVKE5FgaDeg,Old havana and its fortifications,330,Cuba aerial drone - Havana Dron 4K - Flying over Havana in drone,20210720,2160,638447979
ezP5Np8SqaM,Old rauma,191,"Rauma, Finland🇫🇮between sunshine and snow - by drone. View it in 4K",20210409,2160,222768200
0LQA91DVs54,Old town of cceres,30,Malmesbury by drone,20190330,2160,82741785
gHZqkIXrvbQ,Old town of cceres,266,Fly over Anemomylos-Garitsa-Corfu-Greece by drone 4K,20160131,2160,569553520
Sou25rIH1pY,Old town of corfu,161,Old Fortress Corfu Greece  by drone 4K,20161002,2160,405057973
y1kSKZ2aAxY,Old town of corfu,322,Corfu island // kerkyra greece//Dji mavic pro drone footage Full HD 4K!!!,20191117,2160,751589635
IDNgr0RLBY0,Old town of corfu,177,Stroggyli Village Corfu Greece by drone 4K,20170409,2160,400874380
Wjyg3h-syWo,Old town of corfu,415,corfu town by drone,20200326,2160,737217813
XTIzUGI8SNk,Old town of corfu,300,Prasudi and arounds---South Corfu  by drone 4K,20171010,2160,649101543
IjkJtf98r_s,Old towns of djenn,596,This drone does what DJI can't,20191211,2160,1064481827
YF2Nu5VwMhE,Old village of hollk and its surroundings,208,Sinking of the YOGN drone footage,20180623,2160,451695186
TSuxPH4uh2U,Old village of hollk and its surroundings,1244,DJI MINI 2 | Colour Grading and Correcting your drone footage in Premiere Pro CC!,20210626,2160,567339517
0Zcx60LArCE,Old village of hollk and its surroundings,370,"Ravensworth castle, Lamesley, Gateshead. By drone.",20190424,2160,768284157
BN-_2lmGXsI,Palace and park of fontainebleau,106,Fontainebleau by drone,20170611,2160,243334629
89oKT9EFdZA,Palace and park of fontainebleau,167,La Forêt de Fontainebleau à l'automne en drone 4K,20181109,2160,339592144
eb84jCTq3Kg,Palace and park of versailles,116,"Versailles & Saint-Germain-en-Laye, France: aerial views from a drone",20180810,2160,254825164
_RI_aZJx50Q,Palace and park of versailles,185,Beautiful France drone footage mavic air,20180806,2160,402805788
i94MWdMJaDo,Palmeral of elche,60,Elche (Alicante) - Dron 4K - 25drones.com,20200814,2160,117029112
wMO0voCzgF0,Palmeral of elche,66,El Pantano - Elche (Alicante) - Dron 4K - 25drones.com,20210106,2160,127745511
sDOCltPIIgE,Palmeral of elche,45,Teaser - Elche (Alicante) - Dron 4K - 25drones.com,20200813,2160,82574003
s1JDFwvdze8,Pantanal conservation area,132,"Taiba Kite lagoon, Brasil,  described by drone views",20191004,2160,197548987
fDJhvHzo9ac,Pantanal conservation area,798,Mavic Air 2 Test Flight Ended in DRONE CONFRONTATION (drone police),20200602,2160,1350579755
em7Ha_sqnrE,Pantanal conservation area,1328,Fleetwood Creek Conservation Area Industrial wind turbine drone footage,20201001,2160,3983316625
4HDgw-UMg7Y,Pantanal conservation area,285,Drones no Céu do Cerrado - Como drones podem mudar a conservação e a restauração de Áreas Protegidas,20190227,2160,423511600
8OMmmIP7fvo,Paris banks of the seine,599,Bratislava Slovakia 🇸🇰 in 4K Ultra HD BEST drone quality,20201223,2160,748101103
7jVtnx7op4w,Petjvesi old church,162,Petäjävesi spring drone shooting 2020,20200510,2160,559031025
yaI4m0uV5dk,Petjvesi old church,118,Tyrvään Pyhän Olavin kirkko ilmasta kuvattuna Dji Mavic 2 Pro drone,20200927,2160,156902769
9Up2LstQq1g,Phoenix islands protected area,3577,Presentations by drone innovators during Cargo Drone Virtual Summit - Africa edition,20200917,2160,869755017
ym82kXJMCRM,Phong nha k bng national park,60,Phong Nha drone video (DJI Mavic Air),20190223,2160,126354267
ME4zUpd0Xis,Piazza del duomo pisa,1085,Italy. Rome. Sanremo. Pisa. Monaco. Nice. Cannes. drone 4K,20181005,2160,2389632659
PqjxTopiWyM,Pilgrimage church of wies,320,Monticchiello Tuscany drone footage 4K | Italy from above aerial cinematic,20211022,2160,970490111
EUwtBAm_sxg,Pitons cirques and remparts of reunion island,666,"Cirque de Mafate ile de la Réunion, Banque d'images vidéos par drone en 4 K",20190518,2160,1437262542
DFm4nHSToWI,Pitons management area,504,Drone attacked by a HAWK!!! - Interesting FPV drone moments over the years,20200910,2160,1016822512
gbDcMGaynmo,Plitvice lakes national park,86,Plitvice in 4K + drone - Wout of the World,20190425,2160,196666884
PB42doMDrao,Pont du gard roman aqueduct,35,Pont du Gard by drone.....,20190508,2160,68950691
EtaSqAv9w0w,Pont du gard roman aqueduct,88,Pont du gard drone 4K,20210703,2160,199315991
c13RggM6K0o,Pont du gard roman aqueduct,150,Aqueduc de Roquefavour en drone - 4k,20210614,2160,270097750
JyHdy1vkJ10,Pontcysyllte aqueduct and canal,139,The Pontcysyllte Aqueduct............by drone !,20180818,2160,305617877
Qdpo4QFdWgM,Pontcysyllte aqueduct and canal,85,Pontcysyllte Aqueduct on the Llangollen Canal by drone,20180510,2160,186092358
N8OGKN3JNdc,Pontcysyllte aqueduct and canal,121,Pontcysyllte Aqueduct in North Wales by drone,20190801,2160,256538924
mDXjdj5fzyc,Pontcysyllte aqueduct and canal,196,Chrik/Pontcysyllte aqueducts by drone 4K quality,20180901,2160,412686058
dGNkummmIrc,Port fortresses and group of monuments cartagena,326,Slavín z dronu / Bratislava / drone video,20191003,2160,681816477
yS0t06vMn6w,Pre hispanic city of teotihuacan,110,CITY OF GODS! Epic drone footage of Teotihuacan pyramids 4K,20160224,2160,206249640
BLvgdzCl4s8,Pre hispanic town of uxmal,410,LARGEST PYRAMIDS in MEXICO. Mayan & Aztec Ruins near Mexico City. TEOTIHUACAN aerial drone footage,20210425,4320,1647900971
wAhWeIvaQ9o,Prehistoric city of el tajn,119,Video 4k ( Cappadocia 🇹🇷 ) beautiful 🎥 relaxing 🎵 drone 4k,20210408,2160,274316668
QNfwAGIfzxM,Rock art in the hail region,601,Mapping a Roller Coaster with ROCK R2A LiDAR drone,20210528,2160,1152502868
f-6S-q-wXWA,Srebarna nature reserve,125,Central Balkan National Park drone footage 4k Национален Парк Централен Балкан 2018,20180509,2160,268176753
QGTW-ecldPQ,Purnululu national park,238,Australia cinematic drone footage,20200616,2160,507020091
e8iOoWD15f8,Putorana plateau,29,Iceland waterfall drone,20170701,2160,64977935
T4YZN0FkI5o,Putorana plateau,330,"Russia | Cinematic drone footage North Caucasus 4K // Россия, Северный Кавказ 4К",20210809,2160,712689816
nibNSraegu0,Pyrnes  mont perdu,256,Pyrenees by drone Pico de Aneto,20190908,2160,511376680
1-Wk4lREsZc,Pyrnes  mont perdu,264,Cirque de Gavarnie FPV drone Cinematic m,20200616,2160,631027964
VXbLcGRG1wA,Pyrnes  mont perdu,111,"Saint-Jean-de-Luz (Pyrénées-Atlantiques), vue du ciel avec drone DJI Air 2S",20210902,2160,224571902
RmQpQ00MXf8,Pythagoreion and heraion of samos,179,Samos by drone,20210817,2160,389585773
GsZVZDBUk2k,Qinghai hoh xil,482,"Conheça o Tupan 300, o primeiro drone VTOL do Brasil",20211017,2160,748351640
c0hokuoIqX4,Quebrada de humahuaca,140,"Valles Calchaquies, Quebrada de Cafayate, Salta | FPV drone",20190312,2160,426496115
3lBQG1U3oAE,Quseir amra,130,"Stunning 4k drone views of the Val d'Hérens valley in Winter (Valais, Switzerland)",20160210,2160,286519202
IG10w54LopM,Rainforests of the atsinanana,30,Mapping rainforest trees with a drone,20170817,2160,60441374
ZdX4AnKPmL4,Rapa nui national park,600,"St  Petersburg, Moscow on drone 4K",20210910,2160,1015876283
0R_j29OEfsc,Red fort complex,227,Borovets ski resort 2020 with FPV drone 4k,20200120,2160,781355676
AnknPFFmiqk,Red fort complex,126,"""Worlds Largest Crane"" Aerial drone at Shell Complex ""Cracker"" Plant ~ Potter Twp., Pennsylvania 4K",20191103,2160,242262004
W7r7L8l6Ax4,Rice terraces of the philippine cordilleras,117,"BANAUE RICE TERRACES, drone footage 🇵🇭",20191121,4320,461797255
A0EK-D7whIM,Rideau canal,328,Ottawa drone mavic air - Otawwa drone 4k - Flying over Ottawa in drone,20210616,2160,862452799
NDiJXIXedFQ,Sgang gwaay,1354,Drone laws in the USA | How to LEGALLY fly a drone | Do you need a commercial drone license?,20210228,2160,2008580175
ifcKsuuCxlo,Robben island,213,"Cape Town ,  South Africa  🇿🇦 4K by drone Travel",20210929,2160,394464380
sUKojbWGX9s,Rock art in the hail region,192,"Boral Quarries, Bacchus Marsh (drone)",20210111,2160,363296940
NeaWsDOGWys,Rock art of alta,222,"Pink Cliffs, Heathcote (drone)",20191102,2160,696707306
MOod3jaf-xI,Rock carvings in tanum,158,Duran Duran - Studio Drift FRANCHISE FREEDOM drone art performance for NASA's moon landing 50th,20200123,2160,211361146
zUqOC8BX6FU,Rock carvings in tanum,2128,Doctor Adley removes Stitches!!  Brave Mom & Kids surprise me with drone! family pirate island visit,20201110,2160,4405387130
kh4C79t46PI,Rock drawings in valcamonica,167,Tre Cime di Lavaredo - Dolomiti di Sesto by drone 4K,20191025,2160,230621739
VqLwX8oJeHM,Rock islands southern lagoon,225,Cyprus 2020 | travel video | drone video [4K],20210203,2160,437798990
tEbdPacPtow,Rock paintings of the sierra de san francisco,131,Positano from the drone 🇮🇹 Italy | cinematic | 4K,20210910,2160,236987693
Hxj9o3djqCc,Rohtas fort,415,ROHTAS FORT JHELUM PUNJAB PAKISTAN 🇵🇰 | .قلعہ روہتاس جہلم Ariel view drone 4K,20200425,2160,1316929380
M_cOLdjwV5A,Roman monuments cathedral of st peter and church of our lady in trier,214,Хайльбронн город в Германиии съемки дроном 4К \ Heilbronn Germany city aerial drone 4K by Smakadron,20171103,2160,654531959
JbmhTIKo5Tg,Roman walls of lugo,455,"Grazos a vista de drone (Guntin, Lugo)",20191122,2160,1545013434
rpPT0kxMbgo,Skogskyrkogrden,232,På dronetur over Vadehavet,20160115,2160,506836334
fwNztgh2Igo,Royal exhibition building and carlton gardens,61,[Australia By drone] Lake Wabby - Fraser Island - Queensland,20181113,2160,126268373
zNmhTd6Zhxw,Ruins of len viejo,481,Fly your drone AFTER it snows (cold weather tips),20210202,2160,1439573143
Y9ZjhOFBODI,Sacred city of kandy,23,"Kandy, Sri Lanka - Aerial views from drone 4K",20210312,2160,51036688
FEPCwX9_mn4,Sacred sites and pilgrimage routes in the kii mountain range,1967,【4k】自然風景　ドローン drone『究極の癒し映像』relaxation healing『復活と再生』The resurrection,20200612,2160,3457706407
km-8hb7AGnY,Sacri monti of piedmont and lombardy,151,Orta San Giulio 4K. Isola San Giulio by drone. Italia 2020,20200112,2160,258293209
hX5XrTKv4CU,Saltaire,149,Saltaire & Roberts Park by drone. DJI Mavic Air 2 4K,20200719,2160,328108146
k7vHM2v_YYc,Samarra archaeological city,145,Flying Adventures - Σούνιο με drone - Ναός του Ποσειδώνα -  Λίμνη Βουλιαγμένης.,20191016,2160,292179556
TSdUA7EzRR0,San agustn archaeological park,141,"Visite guidée par drone du site archéologique de la Ferme de Cadet, partie 1",20210716,2160,352765052
84UHOEBNIVw,San antonio missions,594,"Every hole at Mission del Lago Golf Course - San Antonio, Texas 🇺🇸 | 4K drone + binaural audio 🎧",20200927,2160,1097885880
9bQ1wUbnyTk,San antonio missions,110,"Mission del Lago Golf Course feature video - San Antonio, Texas 🇺🇸 | 4K drone",20210617,2160,197378917
tgztbE4D3zs,San antonio missions,106,"The San Antonio River Walk - San Antonio, Texas 🇺🇸 | 4K drone footage",20201115,2160,196614097
gd6NYbitV2I,San antonio missions,133,"Riverside Golf Course feature video - San Antonio, Texas 🇺🇸 | 4K drone",20201220,2160,234067647
ttIle8ZJ4Rw,San cristbal de la laguna,590,"Canary islands, Spain 8K (Ultra HD) | Canaries drone view!",20210928,2160,1724434532
LJKk6DX_iGo,San cristbal de la laguna,120,"Exploring Laguna Guaniquilla, Cabo Rojo Puerto Rico (cinematography drone 4K)",20200720,2160,283712490
hLQcmopIJXA,San marino historic centre and mount titano,117,San Marino Republic flight drone 4K in a foggy weather,20210102,2160,226598594
k7-kIoankqc,San marino historic centre and mount titano,153,San Marino - Le 3 Torri - 4K aerial drone footage,20210611,2160,281671751
