/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Ancient city of qalhat;Ash Sharqiyah South Governorate, Oman2242N 5922E / 22.700N 59.367E
/wiki/List_of_World_Heritage_Sites_in_Africa;Ancient ferrous metallurgy sites of burkina faso;Douroula,Tiwega,Yamane,Kindibo,Bekuy, Burkina Faso123516N 31944W / 12.5877583N 3.3289861W
/wiki/List_of_World_Heritage_Sites_in_Africa;Ancient ksour of ouadane chinguetti tichitt and oualata;Chinguetti,Ouadane,Oualata,and Tichitt, Mauritania205544N 113725W / 20.928890N 11.623610W
/wiki/List_of_World_Heritage_Sites_in_North_America;Ancient maya city and protected tropical forests of calakmul campeche;Campeche, Mexico18721N 89470W / 18.12250N 89.78333W
/wiki/List_of_World_Heritage_Sites_in_Africa;Ancient thebes with its necropolis;Qena, Egypt254400N 323600E / 25.733330N 32.600000E
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Ancient villages in southern anhui  xidi and hongcun;Huangshan City, Yi County, Anhui, China295416N 1175915E / 29.90444N 117.98750E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Ancient villages of northern syria;Syria362003N 365039E / 36.33417N 36.84417E
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Angkor;Siem Reap Province, Cambodia.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}1326N 10350E / 13.433N 103.833E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Anjar;Beqaa Governorate, Lebanon334333N 355547E / 33.72583N 35.92972E
/wiki/List_of_World_Heritage_Sites_in_Central_America;Antigua guatemala;Sacatepequez Department, Guatemala.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}1434N 9040W / 14.567N 90.667W
/wiki/List_of_World_Heritage_Sites_in_the_Caribbean;Antigua naval dockyard and related archaeological sites;English Harbour, Antigua, Antigua & Barbuda170030N 614552W / 17.00833N 61.76444W
/wiki/List_of_World_Heritage_Sites_in_North_America;Aqueduct of padre tembleque hydraulic system;Hidalgo and Estado de Mexico, Mexico195007N 983945W / 19.835278N 98.662567W
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Archaeological heritage of the lenggong valley;Perak, Malaysia54N 10058E / 5.067N 100.967E
/wiki/List_of_World_Heritage_Sites_in_the_Caribbean;Archaeological landscape of the first coffee plantations in the south east of cuba;Santiago de Cuba and Guantanamo, Cuba200021N 75374W / 20.00583N 75.61778W
/wiki/List_of_World_Heritage_Sites_in_North_America;Archaeological monuments zone of xochicalco;Miacatlan, Morelos Mexico184837N 991630W / 18.81028N 99.27500W
/wiki/List_of_World_Heritage_Sites_in_Central_America;Archaeological park and ruins of quirigua;Izabal Department, Guatemala151614N 89225W / 15.27056N 89.04028W
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Archaeological ruins of liangzhu city;Zhejiang, China302344N 1195927E / 30.39556N 119.99083E
/wiki/List_of_World_Heritage_Sites_in_Africa;Archaeological site of carthage;Tunis, Tunisia365110N 101924E / 36.852780N 10.323330E
/wiki/List_of_World_Heritage_Sites_in_Africa;Archaeological site of cyrene;Jebel Akhdar, Libya324930N 215130E / 32.825000N 21.858330E
/wiki/List_of_World_Heritage_Sites_in_Africa;Archaeological site of leptis magna;Khoms, Libya323818N 141735E / 32.638330N 14.293060E
/wiki/List_of_World_Heritage_Sites_in_Central_America;Archaeological site of panam viejo and historic district of panam;Panama District, Panama Province, Panama90024N 792906W / 9.00667N 79.48500W
/wiki/List_of_World_Heritage_Sites_in_Africa;Archaeological site of sabratha;Sabratha, Libya324819N 122906E / 32.805280N 12.485000E
/wiki/List_of_World_Heritage_Sites_in_Africa;Archaeological site of volubilis;Meknes, Morocco340426N 53325W / 34.073890N 5.556940W
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Archaeological sites of bat al khutm and al ayn;Ad Dhahirah Region, Oman231611N 564442E / 23.26972N 56.74500E
/wiki/List_of_World_Heritage_Sites_in_Africa;Archaeological sites of the island of meroe;Meroe, Sudan165600N 334300E / 16.933333N 33.716667E
/wiki/List_of_World_Heritage_Sites_in_North_America;Archaeological zone of paquim casas grandes;Chihuahua, Mexico302233N 1075720W / 30.37583N 107.95556W
/wiki/List_of_World_Heritage_Sites_in_North_America;Archipilago de revillagigedo;Mexico19N 111W / 19N 111W
/wiki/List_of_World_Heritage_Sites_in_Central_America;Area de conservacin guanacaste;Guanacaste and Alajuela Provinces, Costa Rica1051N 8537W / 10.850N 85.617W
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;As salt   the place of tolerance and urban hospitality;Balqa Governorate, Jordan320221N 354333E / 32.03917N 35.72583E
/wiki/List_of_World_Heritage_Sites_in_Africa;Asante traditional buildings;Kumasi, Ghana62404N 13733W / 6.401111N 1.625833W
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Ashur;Saladin Governorate, Iraq352732N 431535E / 35.45889N 43.25972E
/wiki/List_of_World_Heritage_Sites_in_Africa;Asmara a modernist african cityc;Maekel, Eritrea152007N 385609E / 15.335277777777778N 38.935833333333335E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;At turaif district in ad diriyah;Riyadh Province, Saudi Arabia244403N 463421E / 24.73417N 46.57250E
/wiki/List_of_World_Heritage_Sites_in_South_America;Atlantic forest south east reserves;Parana, Sao Paulo and Rio de Janeiro states, Brazil.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}2410S 480W / 24.167S 48.000W
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Baalbek;Baalbek-Hermel Governorate, Lebanon340025N 361218E / 34.00694N 36.20500E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Babylon;Babylon Governorate, Iraq323231.09N 442515E / 32.5419694N 44.42083E
/wiki/List_of_World_Heritage_Sites_in_South_Korea;Baekje historic areas;South Chungcheong and North Jeolla
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Bagan;Mandalay Region, Myanmar211000N 945200E / 21.166667N 94.866667E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Bahla fort;Ad Dakhiliyah Region, Oman225751N 571804E / 22.96417N 57.30111E
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Ban chiang archaeological site;Udon Thani Province, Thailand173255N 1034723E / 17.54861N 103.78972E
/wiki/List_of_World_Heritage_Sites_in_Africa;Banc darguin national park;and Nouadhibou, Mauritania201405N 160632W / 20.234720N 16.108890W
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Baptism site bethany beyond the jordan al maghtas;Jordan315014N 353310E / 31.83722N 35.55278E
/wiki/List_of_World_Heritage_Sites_in_Africa;Barberton makhonjwa mountains;Mpumalanga, South Africa255826S 310050E / 25.973889S 31.013889E
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Baroque churches of the philippines;Manila, Santa Maria, Ilocos Sur, Paoay, Ilocos Norte and Miag-ao, Iloilo, Philippines143524N 1205812E / 14.59000N 120.97000E
/wiki/List_of_World_Heritage_Sites_in_the_Philippines;Baroque churches of the philippines san agustin church santa maria church paoay church and miagao church;City of Manila, Ilocos Sur, Ilocos Norte, Iloilo
/wiki/List_of_World_Heritage_Sites_in_Africa;Bassari country bassari fula and bedik cultural landscapes;Senegal123536N 125045W / 12.593333N 12.845833W
/wiki/List_of_World_Heritage_Sites_in_Central_America;Belize barrier reef reserve system;Belize, Stann Creek and Toledo Districts, Belize1719N 8732W / 17.317N 87.533W
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Beni hammad fort;M'sila Province, Algeria.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}354850N 044736E / 35.81389N 4.79333E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Birthplace of jesus church of the nativity and the pilgrimage route bethlehem;Bethlehem Governorate, Palestine314216N 351227E / 31.70444N 35.20750E
/wiki/List_of_World_Heritage_Sites_in_the_Caribbean;Blue and john crow mountains;Jamaica180439N 763416W / 18.077500N 76.571111W
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Borobudur temple compounds;Magelang Regency, Central Java Indonesia73628S 1101213E / 7.60778S 110.20361E
/wiki/List_of_World_Heritage_Sites_in_South_America;Braslia;Federal District, Brazil1547S 4754W / 15.783S 47.900W
/wiki/List_of_World_Heritage_Sites_in_South_America;Brazilian atlantic islands fernando de noronha and atol das rocas reserves;Pernambuco and Rio Grande do Norte, Brazil35129S 322530W / 3.85806S 32.42500W
/wiki/List_of_World_Heritage_Sites_in_the_Caribbean;Brimstone hill fortress national park;Saint Kitts, Saint Kitts and Nevis172049N 625014W / 17.34694N 62.83722W
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Buddhist monuments in the horyu ji area;Nara Prefecture, Japan34370N 135440E / 34.61667N 135.73333E
/wiki/List_of_World_Heritage_Sites_in_Africa;Bwindi impenetrable national park;Kabale District,Kisoro District,and Rukungiri District, Uganda10450S 293941E / 1.080556S 29.661389E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Byblos;Mount Lebanon Governorate, Lebanon340709N 353851E / 34.11917N 35.64750E
/wiki/List_of_World_Heritage_Sites_in_North_America;Cahokia mounds state historic site;Illinois, United States383931N 90341W / 38.65861N 90.06139W
/wiki/List_of_World_Heritage_Sites_in_North_America;Camino real de tierra adentro;Mexico2236N 10223W / 22.600N 102.383W
/wiki/List_of_World_Heritage_Sites_in_North_America;Canadian rocky mountain parks;Alberta and British Columbia, Canada5125N 11629W / 51.417N 116.483W
/wiki/List_of_World_Heritage_Sites_in_South_America;Canaima national park;Bolivar, Venezuela520N 6130W / 5.333N 61.500W
/wiki/List_of_World_Heritage_Sites_in_Africa;Cape floral region protected areas;Eastern Capeand Western Cape, South Africa342140S 182830E / 34.361111S 18.475000E
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Capital cities and tombs of the ancient koguryo kingdom;Huanren Manchu Autonomous County, Liaoning and Ji'an, Jilin, China41925N 1261114E / 41.15694N 126.18722E
/wiki/List_of_World_Heritage_Sites_in_North_America;Carlsbad caverns national park;New Mexico, United States32100N 104230W / 32.16667N 104.38333W
/wiki/List_of_World_Heritage_Sites_in_South_America;Central amazon conservation complex;State of Amazonas, Brazil2200S 62030W / 2.33333S 62.00833W
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Central sector of the imperial citadel of thang long   hanoi;Hanoi, Vietnam21222N 1055014E / 21.03944N 105.83722E
/wiki/List_of_World_Heritage_Sites_in_Northern_and_Central_Asia;Central sikhote alin;Primorsky Krai, Russia.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}4520N 13610E / 45.333N 136.167E
/wiki/List_of_World_Heritage_Sites_in_South_America;Central suriname nature reserve;Sipaliwini District, Suriname40N 5630W / 4.000N 56.500W
/wiki/List_of_World_Heritage_Sites_in_North_America;Central university city campus of the national autonomous university of mexico;Mexico City, Mexico191956N 991117W / 19.33222N 99.18806W
/wiki/List_of_World_Heritage_Sites_in_Mexico;Central university city campus of the universidad nacional autnoma de mxico unam;Mexico City191956N 991117W / 19.33222N 99.18806W
/wiki/List_of_World_Heritage_Sites_in_South_America;Cerrado protected areas chapada dos veadeiros and emas national parks;State of Goias, Brazil14020S 47415W / 14.00556S 47.68472W
/wiki/List_of_World_Heritage_Sites_in_North_America;Chaco culture;New Mexico, United States36350N 1075815W / 36.06389N 107.97083W
/wiki/List_of_World_Heritage_Sites_in_South_America;Chan chan archaeological zone;La Libertad, Peru86S 795W / 8.100S 79.083W
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Changdeokgung palace complex;Seoul, South Korea373446N 1265928E / 37.57944N 126.99111E
/wiki/List_of_World_Heritage_Sites_in_South_America;Chavn archaeological site;Huari Province, Ancash, Peru93534S 771042W / 9.59278S 77.17833W
/wiki/List_of_World_Heritage_Sites_in_China;Chengde mountain resort and its outlying temples in chengde;Chengde, Hebei
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Chengjiang fossil site;Yunnan, China282519N 106233E / 28.42194N 106.04250E
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;China danxia;Various regions of China, China282519N 106233E / 28.42194N 106.04250E
/wiki/List_of_World_Heritage_Sites_in_South_America;Chiribiquete national park the maloca of the jaguar;Caqueta and Guaviare Departments, Colombia03131N 724750W / 0.52528N 72.79722W
/wiki/List_of_World_Heritage_Sites_in_Africa;Chongoni rock art area;Dedza District, Malawi141736S 341645E / 14.293333S 34.279167E
/wiki/List_of_World_Heritage_Sites_in_South_America;Churches of chilo;Chiloe Province, Los Lagos Region, Chile42300S 73460W / 42.50000S 73.76667W
/wiki/List_of_World_Heritage_Sites_in_Africa;Cidade velha historic centre of ribeira grande;Ribeira Grande, Cape Verde145455N 233619W / 14.915139N 23.605194W
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Citadel of the h dynasty;Tay Giai, Vinh Loc District, Thanh Hoa Province, Vietnam20441N 1053617E / 20.07806N 105.60472E
/wiki/List_of_World_Heritage_Sites_in_South_America;City of cuzco;Cuzco, Peru133120S 71590W / 13.52222S 71.98333W
/wiki/List_of_World_Heritage_Sites_in_South_America;City of potos;Potosi Department, Bolivia19351S 654511W / 19.58361S 65.75306W
/wiki/List_of_World_Heritage_Sites_in_South_America;City of quito;Quito Canton, Pichincha Province, Ecuador0014N 78300W / 0.00389N 78.50000W
/wiki/List_of_World_Heritage_Sites_in_South_America;Ciudad universitaria de caracas;Caracas, Venezuela102927N 665326W / 10.49083N 66.89056W
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Classical gardens of suzhou;Suzhou, Jiangsu, China31190N 120270E / 31.31667N 120.45000E
/wiki/List_of_World_Heritage_Sites_in_Africa;Cliff of bandiagara land of the dogons;Bandiagara Cercle, Mali142000N 32500W / 14.333330N 3.416670W
/wiki/List_of_World_Heritage_Sites_in_Central_America;Cocos island national park;Puntarenas Province, Costa Rica532N 874W / 5.533N 87.067W
/wiki/List_of_World_Heritage_Sites_in_South_America;Coffee cultural landscape of colombia;Caldas, Quindio and Risaralda Departments, Colombia528N 7541W / 5.467N 75.683W
/wiki/List_of_World_Heritage_Sites_in_Central_America;Coiba national park and its special zone of marine protection;Veraguas and Chiriqui Provinces, Panama726N 8146W / 7.433N 81.767W
/wiki/List_of_World_Heritage_Sites_in_the_Caribbean;Colonial city of santo domingo;Distrito Nacional, Dominican Republic18290N 69550W / 18.48333N 69.91667W
/wiki/List_of_World_Heritage_Sites_in_Africa;Como national park;Zanzan, Cote d'Ivoire9N 4W / 9N 4W
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Complex of hu monuments;Thua ThienHue Province, Vietnam162810N 1073440E / 16.46944N 107.57778E
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Complex of koguryo tombs;Pyongyang and Nampho, North Korea385147N 1252454E / 38.86306N 125.41500E
/wiki/List_of_World_Heritage_Sites_in_South_America;Coro and its port;Falcon, Venezuela1124N 6941W / 11.400N 69.683W
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Crac des chevaliers and qalat salah el din;Homs and Latakia Governorates, Syria344654N 361547E / 34.78167N 36.26306E
/wiki/List_of_World_Heritage_Sites_in_South_America;Cueva de las manos ro pinturas;Santa Cruz Province, Argentina4790S 70400W / 47.15000S 70.66667W
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Cultural landscape of bali province the subak system as a manifestation of the tri hita karana philosophy;Bali Indonesia 8200S 11500E / 8.33333S 115.00000E
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Cultural landscape of honghe hani rice terraces;Yuanyang County, Yunnan, China23536N 1024648E / 23.09333N 102.78000E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Cultural sites of al ain hafit hili bidaa bint saud and oases areas;Abu Dhabi, United Arab Emirates240404N 554823E / 24.06778N 55.80639E
/wiki/List_of_World_Heritage_Sites_in_Central_America;Darien national park;Darien Province, Panama744N 7733W / 7.733N 77.550W
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Dazu rock carvings;Chongqing, China29424N 1054218E / 29.70111N 105.70500E
/wiki/List_of_World_Heritage_Sites_in_the_Caribbean;Desembarco del granma national park;Granma, Cuba1953N 7738W / 19.883N 77.633W
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Dilmun burial mounds;Northern Governorate, Bahrain26859N 503046E / 26.14972N 50.51278E
/wiki/List_of_World_Heritage_Sites_in_North_America;Dinosaur provincial park;Alberta, Canada50464N 1112932W / 50.76778N 111.49222W
/wiki/List_of_World_Heritage_Sites_in_South_America;Discovery coast atlantic forest reserves;Bahia and Espirito Santo states, Brazil1630S 3915W / 16.500S 39.250W
/wiki/List_of_World_Heritage_Sites_in_Africa;Dja faunal reserve;Dja-et-Loboand Haut-Nyong, Cameroon3N 13E / 3N 13E
/wiki/List_of_World_Heritage_Sites_in_Africa;Djmila;Setif, Algeria361914N 54412E / 36.320560N 5.736670E
/wiki/List_of_World_Heritage_Sites_in_Africa;Djoudj national bird sanctuary;Saint-Louis Region, Senegal163000N 161000W / 16.500000N 16.166670W
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Dong phayayen khao yai forest complex;Saraburi, Nakhon Ratchasima, Nakhon Nayok, Prachinburi, Sa Kaeo and Buriram Provinces Thailand1420N 1023E / 14.333N 102.050E
/wiki/List_of_World_Heritage_Sites_in_Africa;Dougga  thugga;Beja Governorate, Tunisia362525N 91313E / 36.423610N 9.220280E
/wiki/List_of_World_Heritage_Sites_in_North_America;Earliest 16th century monasteries on the slopes of popocatepetl;Morelos and Puebla, Mexico1856N 9854W / 18.933N 98.900W
/wiki/List_of_World_Heritage_Sites_in_Africa;Ecosystem and relict cultural landscape of lop okanda;Ogooue-Ivindoand Ogooue-Lolo, Gabon030N 1130E / 0.5N 11.5E
/wiki/List_of_World_Heritage_Sites_in_North_America;El pinacate and gran desierto de altar biosphere reserve;Sonora, Mexico320000N 1135500W / 32.00000N 113.91667W
/wiki/List_of_World_Heritage_Sites_in_Mexico;El tajin pre hispanic city;Papantla, Veracruz202647N 972238W / 20.44639N 97.37722W
/wiki/List_of_World_Heritage_Sites_in_Africa;Ennedi massif natural and cultural landscape;Chad170230N 215146E / 17.04167N 21.86278E
/wiki/List_of_World_Heritage_Sites_in_the_Arab_States;Erbil citadel;Erbil Governorate, Iraq361128N 440033E / 36.19111N 44.00917E
/wiki/List_of_World_Heritage_Sites_in_North_America;Everglades national park;Florida, United States2519N 8056W / 25.317N 80.933W
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Fanjingshan;Guizhou, China275344N 1084048E / 27.89556N 108.68000E
/wiki/List_of_World_Heritage_Sites_in_Africa;Fasil ghebbi gondar region;Amhara Region, Ethiopia123625N 372758E / 12.606920N 37.466170E
/wiki/List_of_World_Heritage_Sites_in_Africa;Fort jesus mombasa;Mombasa, Kenya40346S 394046E / 4.062778S 39.679444E
/wiki/List_of_World_Heritage_Sites_in_Central_America;Fortifications on the caribbean side of panama portobelo san lorenzo;Colon Province, Panama93314N 793921W / 9.55389N 79.65583W
/wiki/List_of_World_Heritage_Sites_in_Africa;Forts and castles volta greater accra central and western regions;Central Region,Greater Accra,Volta Region,and Western Region, Ghana51451N 04707W / 5.247398N 0.785167W
/wiki/List_of_World_Heritage_Sites_in_Africa;Fossil hominid sites of south africa;Gauteng,Limpopo,and North West, South Africa240931S 291037E / 24.158610S 29.176940E
/wiki/List_of_World_Heritage_Sites_in_North_America;Franciscan missions in the sierra gorda of quertaro;Queretaro, Mexico211216N 992751W / 21.20444N 99.46417W
/wiki/List_of_World_Heritage_Sites_in_South_America;Fray bentos cultural industrial landscape;Rio Negro Department, Uruguay330704S 581954W / 33.117778S 58.331667W
/wiki/List_of_World_Heritage_Sites_in_Africa;French austral lands and seas;Crozet Islands,Kerguelen Islands,Ile Saint-Paul,Ile Amsterdam France492249S 692110E / 49.3803611S 69.3528056E
/wiki/List_of_World_Heritage_Sites_in_South_America;Fuerte de samaipata;Florida Province, Santa Cruz Department, Bolivia1810S 6349W / 18.167S 63.817W
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Fujian tulou;Fujian, China25123N 117419E / 25.02306N 117.68583E
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Fujisan sacred place and source of artistic inspiration;Chubu region, Japan352139N 1384339E / 35.36083N 138.72750E
/wiki/List_of_World_Heritage_Sites_in_South_America;Galpagos islands;Galapagos Province, Ecuador040S 9030W / 0.667S 90.500W
/wiki/List_of_World_Heritage_Sites_in_Africa;Garajonay national park;La Gomera, Spain280734N 171414W / 28.126250N 17.237222W
/wiki/List_of_World_Heritage_Sites_in_Africa;Garamba national park;Orientale, Democratic Republic of the Congo400N 2915E / 4N 29.25E
/wiki/List_of_World_Heritage_Sites_in_Africa;Gebel barkal and the sites of the napatan region;Meroe, Sudan183200N 314900E / 18.533333N 31.816667E
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Getbol korean tidal flats;Boseong, Gochang, Seocheon, Sinan and Suncheon, South Korea352735N 1262642E / 35.45972N 126.44500E
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Gochang hwasun and ganghwa dolmen sites;Gochang, Jeollabuk-do, Hwasun, Jeollanam-do and Ganghwa, Incheon, South Korea34580N 1265545E / 34.96667N 126.92917E
/wiki/List_of_World_Heritage_Sites_in_Northern_and_Central_Asia;Golden mountains of altai;Altai Republic, Russia5028N 860E / 50.467N 86.000E
/wiki/List_of_World_Heritage_Sites_in_Africa;Gough and inaccessible islands;Saint Helena, United Kingdom401929S 95543W / 40.324722S 9.928611W
/wiki/List_of_World_Heritage_Sites_in_China;Grand canal;Beijing, Tianjin, Hebei, Shandong, Jiangsu, Zhejiang, Anhui and Henan
/wiki/List_of_World_Heritage_Sites_in_North_America;Grand canyon national park;Arizona, United States3663N 112526W / 36.10083N 112.09056W
/wiki/List_of_World_Heritage_Sites_in_Mongolia;Great burkhan khaldun mountain and its surrounding sacred landscape;Khentii Province 484543.12N 109033.5E / 48.7619778N 109.009306E
/wiki/List_of_World_Heritage_Sites_in_North_America;Great smoky mountains national park;Tennessee and North Carolina, United States3536N 8326W / 35.600N 83.433W
/wiki/List_of_World_Heritage_Sites_in_Africa;Great zimbabwe national monument;Masvingo Province, Zimbabwe201700S 305600E / 20.283333S 30.933333E
/wiki/List_of_World_Heritage_Sites_in_North_America;Gros morne national park;Newfoundland and Labrador, Canada4937N 5732W / 49.617N 57.533W
/wiki/List_of_World_Heritage_Sites_in_Southeast_Asia;Gunung mulu national park;northern Sarawak, Borneo, Malaysia48N 11455E / 4.133N 114.917E
/wiki/List_of_World_Heritage_Sites_in_Eastern_Asia;Gusuku sites and related properties of the kingdom of ryukyu;Okinawa Prefecture, Japan261231N 1274058E / 26.20861N 127.68278E
